1.05156,0.786797,0.820316,0.833505,1.08785,1.33774,1.5743,2.1891,1.60867,1.65765,2.14669,1.8181,1.6368,1.78604,2.18247,1.76035,2.29607,2.39682,1.99842,3.4643,2.71647,2.81762,3.68486,3.35024,3.80811,4.96149,3.84712,5.60962,5.29844,6.10884,5.96482,7.30414,7.2043,485.605,752.853,579.552,588.609,637.085,714.478,655.162,665.251,660.006,643.556,707.65,589.529,653.085,660.941,646.908,693.317,655.679,700.866,670.533,658.379,702.604,687.414,715.064,689.834,648.294,637.863,660.163,642.101,638.708,662.599,608.501,662.8,652.099,480.602,7.85293,7.94559,7.17086,5.02993,4.49846,4.84476,3.78075,3.93381,3.43015,3.08471,3.67983,2.26279,3.42061,2.80247,2.7874,1.70937,2.29237,2.41623,1.14991,2.48939,1.9734,1.65092,2.04441,1.42473,1.86159,1.31388,1.53038,1.43401,1.74705,0.815645,1.09441,0.768706,1.29564
1.31831,0.942626,0.5832,1.63218,1.2462,1.62458,1.48466,1.54617,1.44775,2.10538,1.9533,2.33308,1.8671,1.6463,2.25722,2.41933,2.66167,3.03657,2.49334,3.67446,3.28611,3.08558,3.03465,4.03978,3.45024,4.75478,4.69393,5.53324,5.802,5.49689,7.33004,7.53307,10.1937,430.824,643.902,665.178,598.456,683.162,642.114,639.783,646.116,616.771,652.91,684.392,645.472,663.49,690.042,625.932,626.531,534.098,630.126,662.475,579.648,684.271,640.141,650.192,638.649,699.764,669.88,707.266,699.372,643.556,684.172,708.89,641.803,687.518,452.71,7.79864,7.3603,6.80341,5.09217,5.13927,4.50349,4.59477,3.55674,4.35986,3.60981,3.08525,4.08665,3.72315,3.39615,2.65863,2.86457,3.53338,2.52729,1.9999,2.11037,1.73785,2.34253,1.53352,1.5245,2.02053,1.219,1.21117,1.39913,1.48047,1.34065,1.71622,0.888823,0.602547
1.0186,1.61763,1.44966,1.65737,1.38704,1.24337,1.5445,2.1008,1.82647,2.25835,1.69908,1.77039,2.60352,1.38879,3.05257,3.49595,2.5919,2.64772,3.64625,3.12542,4.02702,3.51166,3.15114,3.55024,4.81639,4.60045,3.8895,5.81115,5.93419,5.98546,7.07624,10.2934,12.0027,446.362,625.199,679.747,688.299,660.226,674.496,677.846,665.087,655.71,684.191,680.722,737.137,633.38,676.325,683.762,723.83,583.887,633.415,652.986,651.835,636.35,657.633,626.085,689.6,630.503,693.168,652.052,707.12,684.502,689.413,658.877,624.094,716.961,454.468,11.6656,11.3371,9.13477,7.27238,5.35853,6.45293,5.19364,4.68769,6.22144,3.34916,3.71234,4.10704,2.74644,3.93042,3.18814,2.60344,2.13148,2.27355,1.87283,2.58134,2.91314,2.24561,1.49448,2.60645,1.6997,1.30284,1.91772,1.27251,1.44051,1.57337,0.709267,0.546881,0.992654
1.22607,0.992262,2.09793,1.6016,1.91436,1.58042,1.33683,2.06402,1.39725,0.940821,2.36928,1.8146,2.57254,2.00236,2.21097,3.37673,2.83931,3.12129,3.89342,2.87546,3.47331,3.66927,5.07337,4.34628,3.99529,4.40662,5.04933,5.97607,8.24059,8.62154,8.50082,10.069,15.155,419.899,623.813,612.213,655.617,619.87,642.106,660.596,659.593,636.352,645.096,656.156,643.785,661.545,674.567,625.285,668.744,628.454,612.208,642.967,680.03,657.435,652.203,664.991,676.96,626.064,644.635,713.115,656.297,671.73,586.418,695.034,636.179,644.08,452.893,14.7009,12.518,9.89798,6.98406,5.39874,6.10376,4.53182,5.42602,3.72883,4.84208,3.34349,5.44969,2.89215,2.37135,4.10481,3.10476,4.26419,2.52112,2.38543,2.96032,2.11848,2.12262,2.64964,2.14994,2.07758,2.31291,1.48423,1.84685,2.14733,1.2288,2.12264,1.26105,1.36608
1.44967,2.22781,1.84071,1.44804,1.1922,1.7736,1.34726,1.53869,1.57008,2.72815,2.10953,1.56579,3.36705,2.69465,2.89687,2.8799,3.51768,2.86945,3.99555,2.78356,4.33417,4.52376,5.63801,3.86599,4.34298,4.81435,6.19152,6.0381,7.45387,9.50735,11.4529,8.82317,19.1324,373.343,659.886,650.446,673.381,607.268,632.151,663.603,639.589,597.67,677.47,692.606,606.816,655.66,687.071,635.37,650.633,706.199,669.539,684.478,631.838,632.041,625.644,666.206,595.821,625.736,649.414,590.057,642.338,611.817,621.687,578.852,662.448,608.759,433.909,16.5548,10.5108,10.9776,9.7596,9.26379,6.78875,6.10697,5.58588,5.62622,4.56685,3.0816,4.5381,4.77379,4.83723,2.85925,4.07236,2.92333,1.7211,2.15789,2.79697,2.11105,2.08015,2.66936,1.66308,2.47396,1.30426,1.38336,2.73751,1.78116,1.67095,1.01671,0.922665,2.37548
2.05126,1.73099,1.94901,0.888581,1.46229,1.49964,2.68337,1.22913,3.5115,2.85469,2.70209,2.41903,3.45613,2.28675,2.76856,3.01044,3.0618,3.78917,3.91346,3.02539,3.44051,5.02457,4.4004,5.72141,6.32304,4.24432,5.96633,7.76894,8.28647,8.61162,12.2028,15.0364,17.2877,418.8,702.241,596.134,698.139,602.564,669.028,705.312,637.343,647.637,666.666,645.581,614.909,615.549,648.024,630.679,591.217,657.579,663.662,624.533,613.996,674.808,611.064,663.666,529.635,624.872,674.602,699.155,621.047,628.489,617.699,605.735,673.043,573.308,460.414,15.7759,12.4303,9.03372,9.15881,7.2976,8.77904,7.04479,5.12536,5.32669,6.44357,4.90149,4.97687,4.14715,4.36229,2.70982,3.87057,2.79845,2.84439,3.4029,2.60348,2.70975,2.39918,1.97811,1.96763,1.80862,2.48693,1.3047,1.13829,2.3585,0.857096,1.23717,2.45169,0.886427
1.65709,2.01817,1.11776,1.50923,1.89841,1.16787,1.57288,2.40152,2.02341,2.62793,2.34052,3.44811,2.68951,2.22381,3.2846,3.78161,3.50463,3.14359,3.69403,5.4025,3.74381,3.98548,5.91672,6.11538,5.9277,6.26402,7.4615,6.25046,9.45398,11.4016,11.411,20.3517,17.992,465.176,643.925,650.203,643.709,681.147,630.619,676.845,584.308,600.05,659.447,611.868,602.951,690.325,598.409,644.308,653.552,585.298,667.705,656.646,583.625,630.733,588.651,684.69,666.903,636.647,671.75,560.17,614.973,693.382,644.461,642.305,616.711,664.933,403.866,19.9648,17.8149,14.1674,9.40624,9.5121,8.44692,7.49545,7.35473,5.84912,6.94732,3.3406,6.86366,5.02234,4.79071,3.92997,4.09183,4.75901,3.24076,2.81913,3.28253,3.19231,1.86551,1.82076,2.82523,2.168,2.23296,1.80772,1.87906,2.22619,1.54672,2.5007,1.01662,1.54126
1.43981,1.32149,0.783623,1.72466,1.93767,1.92758,2.14804,2.43408,2.04506,2.28014,3.07565,2.94435,2.54986,2.05928,2.85361,2.60523,4.12225,3.01859,4.87826,4.93052,6.21115,5.50432,7.10546,6.00297,6.41192,6.07924,7.76075,10.0979,10.057,9.02565,12.9253,15.1762,21.1882,414.399,634.982,656.547,642.431,620.462,613.932,646.022,660.821,673.026,630.471,607.845,679.213,637.642,642.149,643.375,642.599,629.545,663.261,625.897,639.531,636.786,632.129,602.428,663.09,581.212,619.1,631.18,609.362,588.939,624.012,662.272,681.624,615.67,428.172,29.1897,14.7912,11.4087,13.6457,11.0172,8.41671,7.51225,7.04092,6.61871,7.11135,3.72956,5.13774,3.87272,4.76629,4.09343,4.6021,4.07105,3.22023,2.78393,2.64685,3.03188,1.49887,3.05761,2.32953,1.81993,2.15372,1.6052,1.478,1.17432,1.35524,1.63853,2.05788,0.921335
2.01317,2.09113,1.36906,1.53382,1.70927,1.9572,2.4048,3.63379,3.21042,1.98693,2.86375,2.38587,3.76183,4.28786,2.58907,3.87268,3.06905,3.6495,4.10897,5.18667,4.41598,5.31614,5.16146,4.71989,5.18485,6.16228,6.77015,11.2136,12.4477,13.0797,13.3393,22.2304,21.1357,415.755,579.167,651.434,593.903,612.479,664.459,620.078,615.558,611.666,623.245,651.948,653.821,603.033,640.182,618.382,662.693,585.458,632.614,630.589,595.659,655.077,638.283,647.159,628.622,670.692,689.78,578.337,645.411,600.129,603.468,576.32,599.245,610.371,365.624,22.9343,18.187,13.0457,14.4016,11.0445,11.6839,9.54093,7.3254,6.1455,5.07911,6.19402,4.8878,5.35283,5.66717,4.69822,3.47206,4.00698,4.35343,3.60126,4.38714,2.75226,3.01732,2.27018,2.08551,2.13688,2.14463,2.02055,2.09113,2.13923,2.04312,1.38709,1.1959,1.19899
1.47783,2.06028,2.57396,1.9183,2.64109,2.43287,1.54961,2.48011,3.36934,2.7662,2.92811,2.75739,3.17069,3.62022,4.23926,5.13254,3.81064,4.03234,6.56994,3.87479,5.22552,7.40886,6.63222,5.96002,8.86805,8.38704,9.6686,9.37821,11.1742,11.1418,15.8513,19.5938,24.5347,378.421,640.952,592.941,632.786,660.854,643.125,605.678,649.05,657.439,592.314,577.467,611.87,620.22,543.687,628.53,598.067,570.822,646.829,652.174,686.211,634.48,614.717,607.89,639.993,582.819,616.464,591.19,621.355,590.531,603.102,633.262,619.408,669.256,372.394,22.0272,21.8486,16.2835,15.4716,12.6901,10.5517,9.17839,8.53381,8.42996,7.11694,7.75187,5.96965,4.92431,4.78989,4.97708,4.85491,4.20804,3.17486,3.14785,3.25252,2.58011,2.43313,4.08559,2.50744,1.75188,2.71472,1.70409,1.69385,1.84409,1.61014,1.58535,2.04971,2.23613
